Job Id,title,skills,description,hourlyRateFrom,hourlyRateTo,fixedPriceEstimate,projectSize,duration,experienceLevel,pricingType,requiredSpecialties,requiredRoles,createdAt
JID_3914,Senior UI Engineer,"[""Next.js""]","Creative agency: seeking a Senior UI Engineer to lead product design for user-facing mobile apps. Responsibilities: user research, wireframes, prototypes, and design systems. Preferred tools: Next.js. Present portfolio with case studies.

Deliverables: design system, prototypes, and handoff documentation.

We have a small team of senior engineers and designers.

PS: We move fast — if you can start next week that's a win.",32.29,58.4,,Medium,1-3 months,Intermediate,hourly,"[""DevOps / SRE"", ""QA & Testing""]","[""Designer""]",2025-05-01T01:42:31.679400Z
JID_3915,Intermediate Smart Contract Engineer,"[""Hardhat"", ""Solidity"", ""Formal Verification"", ""Security Audits""]","Creative agency: seeking a Intermediate Smart Contract Engineer to lead product design for backend infrastructure. Responsibilities: user research, wireframes, prototypes, and design systems. Preferred tools: Hardhat, Solidity, Formal Verification, Security Audits. Present portfolio with case studies.

Deliverables: design system, prototypes, and handoff documentation.

We're remote-first and value async communication.",12.7,24.16,,Medium,6+ months,Entry,hourly,"[""Frontend Development""]","[""Analyst"", ""Developer""]",2025-07-16T10:35:06.679500Z
JID_3916,Senior Frontend Developer,"[""Vue.js"", ""Svelte"", ""React"", ""Material-UI"", ""Accessibility"", ""Playwright"", ""Storybook""]","Creative agency: seeking a Senior Frontend Developer to lead product design for user-facing mobile apps. Responsibilities: user research, wireframes, prototypes, and design systems. Preferred tools: Vue.js, Svelte, React, Material-UI, Accessibility, Playwright. Present portfolio with case studies.

Deliverables: design system, prototypes, and handoff documentation.

We care deeply about quality, user privacy, and performance.",,,987.82,Small,3-6 months,Entry,fixed,"[""Product / Design""]","[""PM"", ""Designer""]",2025-07-15T14:03:50.679592Z
JID_3917,Senior iOS Engineer,"[""Jetpack Compose"", ""Flutter"", ""SwiftUI"", ""REST API""]","Look, we've been burned before. We're hiring a Senior iOS Engineer to actually get things done — no excuses. You'll implement a cross-platform mobile application, fix our slow endpoints, and make the codebase readable. We need someone with strong Jetpack Compose, Flutter, SwiftUI, REST API experience. We need someone with strong Jetpack Compose, Flutter, SwiftUI, REST API experience. If you're flaky, don't apply.

Must ship: working feature, tests, and a knowledge transfer.

We have raised seed funding and are scaling rapidly.",26.63,49.58,,Small,Less than 1 month,Mid,hourly,"[""Frontend Development""]","[""Designer"", ""Architect""]",2025-09-01T21:37:41.679704Z
JID_3918,Junior Product Manager,"[""Prototyping"", ""Framer"", ""Accessibility"", ""Frontend""]","Hey! We're a friendly team looking for a Junior Product Manager. You'll help build backend infrastructure. We value communication, clear code, and honest estimates. Tech we use: Prototyping, Framer, Accessibility, Frontend. If you like collaborative teams and shipping, apply!

Deliverables: feature set, docs, and onboarding notes.

We're remote-first and value async communication.",16.72,24.89,,Medium,Ongoing / Indefinite,Junior,hourly,"[""QA & Testing""]","[""Analyst""]",2025-06-16T18:39:47.679828Z
JID_3919,Expert Android Developer,"[""Kotlin"", ""Firebase"", ""Realm""]","Creative agency: seeking a Expert Android Developer to lead product design for backend infrastructure. Responsibilities: user research, wireframes, prototypes, and design systems. Preferred tools: Kotlin, Firebase, Realm. Present portfolio with case studies.

Deliverables: design system, prototypes, and handoff documentation.

We care deeply about quality, user privacy, and performance.

PS: We move fast — if you can start next week that's a win.",26.43,44.14,,Large,Less than 1 month,Mid,hourly,"[""Blockchain / Web3""]","[""Designer"", ""PM""]",2025-06-30T08:49:39.679932Z
JID_3920,Junior Machine Learning Engineer,"[""NumPy"", ""Pandas"", ""Airflow"", ""BigQuery""]","We are hiring a Junior Machine Learning Engineer to improve security and resilience. You will review architectures, implement secure patterns, and harden our deployments. Must have experience with NumPy, Pandas, Airflow, BigQuery and security best practices. Provide prior security audit examples.

Deliverables: audit report, mitigation plan, and code changes.

We care deeply about quality, user privacy, and performance.",,,1806.73,Medium,6+ months,Entry,fixed,"[""QA & Testing""]","[""Designer"", ""Developer""]",2025-09-04T04:46:59.680031Z
JID_3921,Senior Flutter Developer,"[""Swift"", ""Dart"", ""SwiftUI""]","Agency brief: Client needs a Senior Flutter Developer to deliver a cross-platform mobile application. The contractor should be comfortable with quick turnarounds, client-facing calls, and iterative feedback. Tech stack: Swift, Dart, SwiftUI. Provide examples of similar work and an estimated timeline.

Deliverables: functional deliverable, QA report, and deployment guide.

We have a small team of senior engineers and designers.

PS: We move fast — if you can start next week that's a win.",57.7,76.06,,Medium,Ongoing / Indefinite,Senior,hourly,"[""Mobile Development"", ""Frontend Development""]","[""Designer"", ""Developer""]",2025-09-26T12:40:33.680120Z
JID_3922,Expert Flutter Developer,"[""Kotlin""]","Creative agency: seeking a Expert Flutter Developer to lead product design for ML models. Responsibilities: user research, wireframes, prototypes, and design systems. Preferred tools: Kotlin. Present portfolio with case studies.

Deliverables: design system, prototypes, and handoff documentation.

We have a small team of senior engineers and designers.",87.89,144.46,,Small,6+ months,Expert,hourly,"[""Product / Design"", ""QA & Testing""]","[""Designer""]",2025-04-25T09:16:38.680276Z
JID_3923,Senior Android Developer,"[""Flutter"", ""Firebase"", ""REST API"", ""Google Play Console"", ""App Store Connect""]","Looking for a Senior Android Developer with deep experience in performance optimization. The role focuses on a responsive web app with complex UI at scale. Required tech: Flutter, Firebase, REST API, Google Play Console, App Store Connect. Required tech: Flutter, Firebase, REST API, Google Play Console, App Store Connect. You should be comfortable with profiling, benchmarking, and capacity planning.

Deliverables: optimized system, benchmark reports, and monitoring dashboards.

We have raised seed funding and are scaling rapidly.",,,12202.96,Medium,Less than 1 month,Mid,fixed,"[""Frontend Development""]","[""Developer"", ""Architect""]",2025-06-15T14:27:05.680402Z
JID_3924,Senior Python Backend Engineer,"[""Django"", ""Elasticsearch"", ""PostgreSQL""]","Join our product team as a Senior Python Backend Engineer. You'll translate product requirements into technical designs and implement a production-ready backend service. Collaboration with designers and PMs is key. Required: Django, Elasticsearch, PostgreSQL. Experience with A/B testing and analytics preferred.

Deliverables: feature implementation, metrics dashboard, and rollout plan.

We have raised seed funding and are scaling rapidly.",,,26698.24,Medium,Less than 1 month,Senior,fixed,"[""Frontend Development"", ""Mobile Development""]","[""Analyst"", ""PM""]",2025-07-11T15:10:49.680519Z
JID_3925,Senior Site Reliability Engineer,"[""Terraform"", ""Helm"", ""CI/CD"", ""Test Automation Engineer""]","Agency brief: Client needs a Senior Site Reliability Engineer to deliver infrastructure-as-code for scalable deployments. The contractor should be comfortable with quick turnarounds, client-facing calls, and iterative feedback. Tech stack: Terraform, Helm, CI/CD, Test Automation Engineer. Provide examples of similar work and an estimated timeline.

Deliverables: functional deliverable, QA report, and deployment guide.

We're profitable and focused on product-market fit.",,,41203.6,Small,3-6 months,Intermediate,fixed,"[""Mobile Development""]","[""Designer"", ""Developer""]",2025-04-24T19:37:28.680619Z
JID_3926,Mid Infrastructure Engineer,"[""Helm""]","Hey! We're a friendly team looking for a Mid Infrastructure Engineer. You'll help build web products. We value communication, clear code, and honest estimates. Tech we use: Helm. If you like collaborative teams and shipping, apply!

Deliverables: feature set, docs, and onboarding notes.

We have a small team of senior engineers and designers.

PS: We move fast — if you can start next week that's a win.",37.26,54.83,,Small,6+ months,Senior,hourly,"[""Data Science & ML"", ""QA & Testing""]","[""Architect""]",2025-06-15T16:07:41.680699Z
JID_3927,Expert Frontend Developer,"[""Next.js"", ""TypeScript"", ""React"", ""Material-UI"", ""Accessibility""]","We're seeking a Expert Frontend Developer to join our bootstraped healthtech team. The successful candidate will partner on ML models, producing maintainable, tested, and documented code. This role requires experience with Next.js, TypeScript, React, Material-UI, Accessibility. You'll collaborate with product managers and engineers, participate in design reviews, and ensure code quality.

Communication: Weekly synchronous updates and daily async notes.

Scope: infrastructure-as-code for scalable deployments

Deliverables: Production-ready application with tests, CI/CD and documentation.

Why us: We have raised seed funding and are scaling rapidly.",,,30438.05,Medium,Ongoing / Indefinite,Senior,fixed,"[""Mobile Development""]","[""Engineer"", ""Designer""]",2025-05-05T21:05:49.680779Z
JID_3928,Junior DevOps Engineer,"[""Prometheus"", ""Kubernetes"", ""Playwright""]","We are seeking a Junior DevOps Engineer to join our early-stage fintech team. The successful candidate will partner on ML models, producing maintainable, tested, and documented code. This role requires experience with Prometheus, Kubernetes, Playwright. You will collaborate with product managers and engineers, participate in design reviews, and ensure code quality.

Scope: infrastructure-as-code for scalable deployments

Deliverables: Production-ready dashboard with tests, CI/CD and documentation.

Communication: Weekly synchronous updates and daily async notes.

Why us: We have a small team of senior engineers and designers.",,,4987.39,Medium,Ongoing / Indefinite,Mid,fixed,"[""Blockchain / Web3""]","[""Designer""]",2025-07-29T09:07:06.680891Z
JID_3929,Senior React Engineer,"[""Vue.js"", ""Angular"", ""React"", ""Accessibility"", ""HTML5""]","Join our product team as a Senior React Engineer. You'll translate product requirements into technical designs and implement infrastructure-as-code for scalable deployments. Collaboration with designers and PMs is key. Required: Vue.js, Angular, React, Accessibility, HTML5. Required: Vue.js, Angular, React, Accessibility, HTML5. Experience with A/B testing and analytics preferred.

Deliverables: feature implementation, metrics dashboard, and rollout plan.

We're remote-first and value async communication.",,,10124.28,Medium,Ongoing / Indefinite,Mid,fixed,"[""Blockchain / Web3""]","[""Engineer""]",2025-07-05T19:32:45.680995Z
JID_3930,Expert Test Automation Engineer,"[""Appium"", ""Load Testing"", ""k6"", ""CI/CD"", ""EKS""]","Join our product team as a Expert Test Automation Engineer. You'll translate product requirements into technical designs and implement smart contracts and integration with off-chain systems. Collaboration with designers and PMs is key. Required: Appium, Load Testing, k6, CI/CD, EKS. Experience with A/B testing and analytics preferred.

Deliverables: feature implementation, metrics dashboard, and rollout plan.

We're profitable and focused on product-market fit.",,,60793.58,Large,6+ months,Senior,fixed,"[""Data Science & ML"", ""Mobile Development""]","[""Designer""]",2025-08-02T07:34:20.681116Z
JID_3931,Junior iOS Engineer,"[""Dart"", ""Google Play Console"", ""App Store Connect""]","Junior iOS Engineer needed. Scope: a cross-platform mobile application. Stack: Dart, Google Play Console, App Store Connect. Deliverables include working code, tests, and documentation. Provide timeline and relevant examples.

We have a small team of senior engineers and designers.",,,12614.79,Small,3-6 months,Senior,fixed,"[""QA & Testing""]","[""Architect""]",2025-10-02T20:44:43.681208Z
JID_3932,Senior Go Engineer,"[""Django"", ""Express"", ""MySQL"", ""Elasticsearch"", ""GCP""]","Creative agency: seeking a Senior Go Engineer to lead product design for web products. Responsibilities: user research, wireframes, prototypes, and design systems. Preferred tools: Django, Express, MySQL, Elasticsearch, GCP. Present portfolio with case studies.

Deliverables: design system, prototypes, and handoff documentation.

We have a small team of senior engineers and designers.",,,1146.88,Small,3-6 months,Entry,fixed,"[""DevOps / SRE""]","[""Engineer""]",2025-08-07T22:19:45.681288Z
JID_3933,Expert Product Designer,"[""Framer""]","Join our product team as a Expert Product Designer. You'll translate product requirements into technical designs and implement a responsive web app with complex UI. Collaboration with designers and PMs is key. Required: Framer. Experience with A/B testing and analytics preferred.

Deliverables: feature implementation, metrics dashboard, and rollout plan.

We have a small team of senior engineers and designers.",,,4956.06,Small,1-3 months,Intermediate,fixed,"[""Mobile Development"", ""DevOps / SRE""]","[""Designer""]",2025-04-27T07:00:33.681366Z
JID_3934,Junior Web Developer,"[""React"", ""TypeScript""]","We're a small, tight-knit startup building web products. We need a Junior Web Developer who can move fast, ship features, and handle uncertainty. You'll own a responsive web app with complex UI and work directly with the founding team. Familiarity with React, TypeScript is required. Expect rapid iteration, weekly demos, and occasional all-hands.

Deliverables: MVP, metrics instrumentation, and a clear handoff.

Note: equity available for the right fit.

We're profitable and focused on product-market fit.",62.35,92.77,,Large,1-3 months,Senior,hourly,"[""Data Science & ML""]","[""Architect"", ""Analyst""]",2025-08-13T17:55:03.681465Z
JID_3935,Senior Machine Learning Engineer,"[""TensorFlow"", ""BigQuery"", ""PostgreSQL""]","We're a small, tight-knit startup building ML models. We need a Senior Machine Learning Engineer who can move fast, ship features, and handle uncertainty. You'll own a responsive web app with complex UI and work directly with the founding team. Familiarity with TensorFlow, BigQuery, PostgreSQL is required. Expect rapid iteration, weekly demos, and occasional all-hands.

Deliverables: MVP, metrics instrumentation, and a clear handoff.

Note: equity available for the right fit.

We have raised seed funding and are scaling rapidly.",56.36,101.5,,Large,Less than 1 month,Senior,hourly,"[""Data Science & ML""]","[""Analyst""]",2025-08-04T07:15:04.681584Z
JID_3936,Junior Node.js Developer,"[""Node.js"", ""Go"", ""Spring Boot"", ""Elasticsearch""]","Hey! We're a friendly team looking for a Junior Node.js Developer. You'll help build payments. We value communication, clear code, and honest estimates. Tech we use: Node.js, Go, Spring Boot, Elasticsearch. If you like collaborative teams and shipping, apply!

Deliverables: feature set, docs, and onboarding notes.

We're remote-first and value async communication.",15.83,21.01,,Small,3-6 months,Entry,hourly,"[""QA & Testing"", ""Frontend Development""]","[""Architect""]",2025-06-20T13:58:27.681677Z
JID_3937,Senior Backend Developer,"[""FastAPI"", ""Elasticsearch"", ""Redis""]","We're building a Web3 product and need a Senior Backend Developer to implement smart contracts and integration with off-chain services. Scope: smart contracts and integration with off-chain systems. Required: FastAPI, Elasticsearch, Redis. Security-conscious candidates only; audits and formal verification experience a plus.

Deliverables: audited contracts, integration tests, and deployment scripts.

We have raised seed funding and are scaling rapidly.",31.37,49.96,,Small,Less than 1 month,Mid,hourly,"[""Blockchain / Web3""]","[""Designer""]",2025-06-05T03:17:02.681777Z
JID_3938,Senior Mobile Engineer,"[""Dart"", ""Jetpack Compose"", ""Firebase"", ""Realm"", ""App Store Connect"", ""Google Play Console""]","Agency brief: Client needs a Senior Mobile Engineer to deliver infrastructure-as-code for scalable deployments. The contractor should be comfortable with quick turnarounds, client-facing calls, and iterative feedback. Tech stack: Dart, Jetpack Compose, Firebase, Realm, App Store Connect, Google Play Console. Provide examples of similar coordinate and an estimated timeline.

Deliverables: functional deliverable, QA report, and deployment guide.

We're remote-first and value async communication.",35.38,45.18,,Medium,Ongoing / Indefinite,Mid,hourly,"[""Data Science & ML""]","[""Developer"", ""Architect""]",2025-08-13T10:56:54.681876Z
JID_3939,Senior Mobile Engineer,"[""Jetpack Compose"", ""Fastlane""]","Join our product team as a Senior Mobile Engineer. You'll translate product requirements into technical designs and implement a responsive web app with complex UI. Collaboration with designers and PMs is key. Required: Jetpack Compose, Fastlane. Required: Jetpack Compose, Fastlane. Experience with A/B testing and analytics preferred.

Deliverables: feature implementation, metrics dashboard, and rollout plan.

We care deeply about quality, user privacy, and performance.",33.13,55.31,,Small,Ongoing / Indefinite,Mid,hourly,"[""Backend Development"", ""Blockchain / Web3""]","[""Engineer"", ""Designer""]",2025-05-10T16:54:14.681971Z
JID_3940,Senior iOS Engineer,"[""Swift"", ""SwiftUI"", ""Kotlin"", ""REST API"", ""Sentry"", ""App Store Connect""]","Looking for a Senior iOS Engineer with deep experience in performance optimization. The role focuses on smart contracts and integration with off-chain systems at scale. Required tech: Swift, SwiftUI, Kotlin, REST API, Sentry, App Store Connect. You should be comfortable with profiling, benchmarking, and capacity planning.

Deliverables: optimized system, benchmark reports, and monitoring dashboards.

We care deeply about quality, user privacy, and performance.",29.56,44.02,,Large,6+ months,Intermediate,hourly,"[""DevOps / SRE""]","[""PM"", ""Designer""]",2025-07-16T19:43:31.682068Z
JID_3941,Senior API Engineer,"[""Flask"", ""Go"", ""FastAPI""]","We're building a Web3 product and need a Senior API Engineer to implement smart contracts and integration with off-chain services. Scope: an ML model and inference pipeline. Required: Flask, Go, FastAPI. Security-conscious candidates only; audits and formal verification experience a plus.

Deliverables: audited contracts, integration tests, and deployment scripts.

We have a small team of senior engineers and designers.",35.87,69.46,,Small,Less than 1 month,Mid,hourly,"[""DevOps / SRE""]","[""Analyst""]",2025-10-09T04:31:45.682148Z
JID_3942,Intermediate Flutter Developer,"[""Jetpack Compose"", ""Kotlin"", ""Swift""]","This project is research-focused. We're looking for a Intermediate Flutter Developer to prototype and evaluate payments. Responsibilities include data collection, model training, and experimental analysis. Required skills: Jetpack Compose, Kotlin, Swift. You will document the methodology and provide reproducible pipelines.

Deliverables: reproducible code, evaluation report, and presentation.

We are remote-first and value async communication.",,,12986.75,Medium,1-3 months,Intermediate,fixed,"[""Product / Design""]","[""Architect""]",2025-09-22T03:13:00.682224Z
JID_3943,Mid API Engineer,"[""Spring Boot"", ""AWS""]","Mid API Engineer needed. Scope: a production-ready backend service. Stack: Spring Boot, AWS. Deliverables include working code, tests, and documentation. Provide timeline and relevant examples.

We care deeply about quality, user privacy, and performance.",17.17,24.92,,Medium,Ongoing / Indefinite,Junior,hourly,"[""QA & Testing""]","[""Engineer""]",2025-05-11T05:04:28.682311Z
JID_3944,Junior React Engineer,"[""React"", ""Accessibility"", ""Material-UI"", ""Jest""]","Hey! We're a friendly team looking for a Junior React Engineer. You'll help build user-facing mobile apps. We value communication, clear code, and honest estimates. Tech we use: React, Accessibility, Material-UI, Jest. If you like collaborative teams and shipping, apply!

Deliverables: feature set, docs, and onboarding notes.

We have raised seed funding and are scaling rapidly.

PS: We move fast — if you can start next week that's a win.",28.71,38.87,,Medium,3-6 months,Intermediate,hourly,"[""Backend Development""]","[""Designer"", ""Architect""]",2025-10-10T13:42:00.682395Z
JID_3945,Junior Backend Developer,"[""Express"", ""Node.js"", ""Elasticsearch"", ""Redis""]","This project is research-focused. We're looking for a Junior Backend Developer to prototype and evaluate payments. Responsibilities include data collection, model training, and experimental analysis. Required skills: Express, Node.js, Elasticsearch, Redis. You'll document the methodology and provide reproducible pipelines.

Deliverables: reproducible code, evaluation report, and presentation.

We're profitable and focused on product-market fit.",26.88,39.38,,Small,Less than 1 month,Mid,hourly,"[""Blockchain / Web3""]","[""Architect""]",2025-09-14T06:00:23.682488Z
JID_3946,Expert React Engineer,"[""React"", ""Vue.js"", ""TypeScript"", ""Material-UI"", ""Webpack"", ""Storybook"", ""IPFS""]","Hey! We're a friendly team looking for a Expert React Engineer. You'll help build user-facing mobile apps. We value communication, clear code, and honest estimates. Tech we use: React, Vue.js, TypeScript, Material-UI, Webpack, Storybook. If you like collaborative teams and shipping, apply!

Deliverables: feature set, docs, and onboarding notes.

We're remote-first and value async communication.

PS: We move fast — if you can start next week that's a win.",27.77,44.05,,Small,3-6 months,Intermediate,hourly,"[""Data Science & ML"", ""Blockchain / Web3""]","[""Architect"", ""PM""]",2025-06-23T04:56:28.682623Z
JID_3947,Senior Test Automation Engineer,"[""Playwright"", ""Appium""]","Creative agency: seeking a Senior Test Automation Engineer to lead product design for payments. Responsibilities: user research, wireframes, prototypes, and design systems. Preferred tools: Playwright, Appium. Present portfolio with case studies.

Deliverables: design system, prototypes, and handoff documentation.

We are remote-first and value async communication.",33.38,54.33,,Medium,Less than 1 month,Mid,hourly,"[""Mobile Development""]","[""Architect"", ""Developer""]",2025-04-21T18:59:19.682707Z
JID_3948,Mid Web3 Developer,"[""Hardhat"", ""Web3.js""]","Creative agency: seeking a Mid Web3 Developer to lead product design for real-time features. Responsibilities: user research, wireframes, prototypes, and design systems. Preferred tools: Hardhat, Web3.js. Present portfolio with case studies.

Deliverables: design system, prototypes, and handoff documentation.

We're remote-first and value async communication.",,,52915.36,Small,Less than 1 month,Expert,fixed,"[""Product / Design"", ""Blockchain / Web3""]","[""Architect""]",2025-08-05T09:18:12.682813Z
JID_3949,Senior Mobile Engineer,"[""Dart"", ""SQLite""]","Join our product team as a Senior Mobile Engineer. You'll translate product requirements into technical designs and implement an ML model and inference pipeline. Collaboration with designers and PMs is key. Required: Dart, SQLite. Experience with A/B testing and analytics preferred.

Deliverables: feature implementation, metrics dashboard, and rollout plan.

We have a small team of senior engineers and designers.",27.35,51.91,,Small,1-3 months,Senior,hourly,"[""Backend Development""]","[""Designer"", ""PM""]",2025-08-23T09:58:31.682959Z
JID_3950,Intermediate Product Designer,"[""Design Systems"", ""Figma"", ""IPFS"", ""Solidity""]","Agency brief: Client needs a Intermediate Product Designer to deliver smart contracts and integration with off-chain systems. The contractor should be comfortable with quick turnarounds, client-facing calls, and iterative feedback. Tech stack: Design Systems, Figma, IPFS, Solidity. Provide examples of similar work and an estimated timeline.

Deliverables: functional deliverable, QA report, and deployment guide.

We care deeply about quality, user privacy, and performance.",,,5143.25,Small,3-6 months,Intermediate,fixed,"[""Blockchain / Web3"", ""Backend Development""]","[""Engineer"", ""Developer""]",2025-09-07T05:58:18.683045Z
JID_3951,Intermediate Design Lead,"[""Accessibility"", ""User Research"", ""Framer"", ""CSS"", ""Frontend""]","Join our product team as a Intermediate Design Lead. You'll translate product requirements into technical designs and implement a cross-platform mobile application. You'll translate product requirements into technical designs and implement a cross-platform mobile application. Collaboration with designers and PMs is key. Required: Accessibility, User Research, Framer, CSS, Frontend. Experience with A/B testing and analytics preferred.

Deliverables: feature implementation, metrics dashboard, and rollout plan.

We care deeply about quality, user privacy, and performance.",,,8708.13,Medium,3-6 months,Intermediate,fixed,"[""Product / Design"", ""Mobile Development""]","[""Designer"", ""Analyst""]",2025-05-30T22:31:55.683123Z
JID_3952,Mid Node.js Developer,"[""Express"", ""Flask"", ""GCP"", ""Terraform""]","Looking for a Mid Node.js Developer with deep experience in performance optimization. The role focuses on a cross-platform mobile application at scale. Required tech: Express, Flask, GCP, Terraform. You should be comfortable with profiling, benchmarking, and capacity planning.

Deliverables: optimized system, benchmark reports, and monitoring dashboards.

We care deeply about quality, user privacy, and performance.",36.75,46.52,,Medium,Ongoing / Indefinite,Mid,hourly,"[""QA & Testing""]","[""Designer""]",2025-09-29T01:33:21.683222Z
JID_3953,Expert Web Developer,"[""Vue.js""]","Expert Web Developer needed. Scope: a production-ready backend service. Stack: Vue.js. Deliverables include working code, tests, and documentation. Provide timeline and relevant examples.

We're profitable and focused on product-market fit.",31.9,42.46,,Medium,6+ months,Intermediate,hourly,"[""Backend Development""]","[""Developer""]",2025-05-03T19:52:07.683300Z
JID_3954,Intermediate Go Engineer,"[""FastAPI"", ""Express"", ""AWS"", ""Terraform""]","We're seeking a Intermediate Go Engineer to join our well-funded blockchain team. The successful candidate will work on ML models, producing maintainable, tested, and documented code. This role requires experience with FastAPI, Express, AWS, Terraform. You'll collaborate with product managers and engineers, participate in design reviews, and ensure code quality.

Scope: a cross-platform mobile application

Deliverables: Production-ready feature set with tests, CI/CD and documentation.

Communication: Weekly synchronous updates and daily async notes.

Why us: We care deeply about quality, user privacy, and performance.",13.07,24.56,,Medium,6+ months,Entry,hourly,"[""Data Science & ML"", ""Backend Development""]","[""Designer""]",2025-06-11T01:53:04.683397Z
JID_3955,Expert Web Developer,"[""Next.js"", ""Svelte"", ""TypeScript""]","This project is research-focused. We're looking for a Expert Web Developer to prototype and evaluate web products. Responsibilities include data collection, model training, and experimental analysis. Required skills: Next.js, Svelte, TypeScript. You'll document the methodology and provide reproducible pipelines.

Deliverables: reproducible code, evaluation report, and presentation.

We're remote-first and value async communication.",49.66,92.93,,Medium,6+ months,Senior,hourly,"[""Blockchain / Web3"", ""Mobile Development""]","[""Analyst""]",2025-05-22T23:48:26.683479Z
JID_3956,Mid Android Developer,"[""Swift"", ""SwiftUI"", ""Flutter""]","Mid Android Developer needed. Scope: an ML model and inference pipeline. Stack: Swift, SwiftUI, Flutter. Deliverables include working code, tests, and documentation. Provide timeline and relevant examples.

We have raised seed funding and are scaling rapidly.",12.87,19.85,,Medium,Less than 1 month,Mid,hourly,"[""QA & Testing""]","[""Engineer""]",2025-06-18T02:04:39.683594Z
JID_3957,Mid Product Designer,"[""Figma"", ""Prototyping"", ""User Research""]","Creative agency: seeking a Mid Product Designer to lead product design for web products. Responsibilities: user research, wireframes, prototypes, and design systems. Preferred tools: Figma, Prototyping, User Research. Present portfolio with case studies.

Deliverables: design system, prototypes, and handoff documentation.

We are remote-first and value async communication.

PS: We move fast — if you can start next week that's a win.",46.33,88.05,,Small,3-6 months,Senior,hourly,"[""Frontend Development""]","[""Analyst"", ""Engineer""]",2025-05-20T06:10:05.683684Z
JID_3958,Mid Infrastructure Engineer,"[""Prometheus"", ""Helm"", ""GKE"", ""GCP""]","Look, we've been burned before. We're hiring a Mid Infrastructure Engineer to actually get things done — no excuses. You'll implement infrastructure-as-code for scalable deployments, fix our slow endpoints, and make the codebase readable. You'll implement infrastructure-as-code for scalable deployments, fix our slow endpoints, and make the codebase readable. We need someone with strong Prometheus, Helm, GKE, GCP experience. If you're flaky, don't apply.

Must produce: working feature, tests, and a knowledge transfer.

We care deeply about quality, user privacy, and performance.",,,896,Small,Ongoing / Indefinite,Junior,fixed,"[""Product / Design"", ""Backend Development""]","[""Designer"", ""Architect""]",2025-07-16T19:33:22.683772Z
JID_3959,Junior Python Backend Engineer,"[""Go"", ""Flask"", ""AWS""]","We are hiring a Junior Python Backend Engineer to improve security and resilience. You will review architectures, implement secure patterns, and harden our deployments. Must have experience with Go, Flask, AWS and security best practices. Provide prior security audit examples.

Deliverables: audit report, mitigation plan, and code changes.

We are remote-first and value async communication.",28.74,56.57,,Small,1-3 months,Intermediate,hourly,"[""QA & Testing""]","[""PM""]",2025-09-02T10:49:26.683902Z
JID_3960,Senior Flutter Developer,"[""Flutter"", ""Dart"", ""REST API"", ""Supabase""]","Looking for a Senior Flutter Developer with deep experience in performance optimization. The role focuses on a production-ready backend service at scale. Required tech: Flutter, Dart, REST API, Supabase. You should be comfortable with profiling, benchmarking, and capacity planning.

Deliverables: optimized system, benchmark reports, and monitoring dashboards.

We have a small team of senior engineers and designers.",33.84,56.88,,Large,3-6 months,Intermediate,hourly,"[""QA & Testing""]","[""Designer"", ""Developer""]",2025-07-11T14:46:08.683993Z
JID_3961,Junior Backend Developer,"[""FastAPI"", ""Django""]","Creative agency: seeking a Junior Backend Developer to lead product design for ML models. Responsibilities: user research, wireframes, prototypes, and design systems. Preferred tools: FastAPI, Django. Present portfolio with case studies.

Deliverables: design system, prototypes, and handoff documentation.

We have raised seed funding and are scaling rapidly.

PS: We move fast — if you can start next week that's a win.",53.18,85.07,,Small,1-3 months,Senior,hourly,"[""Data Science & ML""]","[""Engineer""]",2025-05-30T12:25:37.684071Z
JID_3962,Expert Node.js Developer,"[""Django"", ""Spring Boot"", ""Docker""]","We're building a Web3 product and need a Expert Node.js Developer to implement smart contracts and integration with off-chain services. Scope: infrastructure-as-code for scalable deployments. Required: Django, Spring Boot, Docker. Security-conscious candidates only; audits and formal verification experience a plus.

Deliverables: audited contracts, integration tests, and deployment scripts.

We care deeply about quality, user privacy, and performance.",59.96,117.56,,Small,6+ months,Senior,hourly,"[""Data Science & ML""]","[""Analyst""]",2025-10-12T18:23:14.684150Z
JID_3963,Expert React Engineer,"[""React"", ""TailwindCSS"", ""HTML5""]","Join our product team as a Expert React Engineer. You'll translate product requirements into technical designs and implement smart contracts and integration with off-chain systems. Collaboration with designers and PMs is key. Required: React, TailwindCSS, HTML5. Experience with A/B testing and analytics preferred.

Deliverables: feature implementation, metrics dashboard, and rollout plan.

We have raised seed funding and are scaling rapidly.",65.53,103.81,,Small,Less than 1 month,Senior,hourly,"[""Frontend Development"", ""Backend Development""]","[""Engineer""]",2025-09-22T19:23:59.684240Z
JID_3964,Junior React Engineer,"[""Next.js"", ""Vue.js"", ""HTML5"", ""shadcn/ui"", ""Jest"", ""Playwright"", ""CSS""]","Join our product team as a Junior React Engineer. You'll translate product requirements into technical designs and implement an ML model and inference pipeline. Collaboration with designers and PMs is key. Required: Next.js, Vue.js, HTML5, shadcn/ui, Jest, Playwright. Experience with A/B testing and analytics preferred.

Deliverables: feature implementation, metrics dashboard, and rollout plan.

We care deeply about quality, user privacy, and performance.",26.35,51.33,,Medium,Less than 1 month,Mid,hourly,"[""Mobile Development""]","[""Architect"", ""Designer""]",2025-08-22T17:53:26.684333Z
